cluster,centroid_latitude,centroid_longitude,north_latitude,north_longitude,south_latitude,south_longitude,east_latitude,east_longitude,west_latitude,west_longitude
0,25.811740688884584,-80.25711784135251,25.968118399999998,-80.14381929999999,25.666947,-80.323836,25.954473999999998,-80.11974029999999,25.743698,-80.406611
4,25.81851646077982,-80.13045338348623,25.908023,-80.1233694,25.7667586,-80.13445500000002,25.85381,-80.11977000000002,25.8499272,-80.1601374
2,25.627953169999994,-80.34411870833335,25.6590538,-80.32736150000001,25.592623999999997,-80.356836,25.6590538,-80.32736150000001,25.613391,-80.361916
5,25.694524411363638,-80.16219556590907,25.714681,-80.15351900000002,25.675712899999997,-80.1606552,25.714681,-80.15351900000002,25.687074,-80.17170949999999
1,25.686611329729725,-80.35078180540539,25.698778599999997,-80.3669089,25.677383,-80.35144249999999,25.6854659,-80.3360197,25.6884976,-80.3737025
3,25.57431132352941,-80.36596849411764,25.59658,-80.362634,25.558847999999998,-80.372298,25.566663,-80.35016499999999,25.5689192,-80.3755406
6,25.788970139999996,-80.17002337999999,25.790962999999998,-80.167621,25.7831174,-80.1622064,25.7906105,-80.1589065,25.790046999999998,-80.175694
